(54.899999999999999, 159.78999999999996)
(55.903289036544848, 160.14919231878721)
(56.906578073089698, 160.51716758439332)
(57.909867109634547, 160.89382138967221)
(58.913156146179404, 161.27904932747796)
(59.916445182724253, 161.67274699066439)
(60.919734219269102, 162.0748099720856)
(61.923023255813952, 162.4851338645955)
(62.926312292358801, 162.90361426104798)
(63.929601328903658, 163.33014675429703)
(64.9328903654485, 163.76462693719671)
(65.936179401993357, 164.20695040260082)
(66.939468438538199, 164.65701274336345)
(67.942757475083056, 165.1147095523385)
(68.946046511627912, 165.57993642237989)
(69.949335548172755, 166.05258894634164)
(70.952624584717611, 166.53256271707778)
(71.955913621262454, 167.01975332744209)
(72.95920265780731, 167.51405637028864)
(73.962491694352167, 168.01536743847137)
(74.965780730897009, 168.52358212484424)
(75.969069767441866, 169.03859602226123)
(76.972358803986708, 169.56030472357628)
(77.975647840531565, 170.08860382164335)
(78.978936877076421, 170.62338890931633)
(79.982225913621264, 171.16455557944931)
(80.985514950166106, 171.71199942489619)
(81.988803986710963, 172.26561603851093)
(82.992093023255819, 172.82530101314742)
(83.995382059800662, 173.3909499416597)
(84.998671096345518, 173.96245841690174)
(86.00196013289036, 174.53972203172742)
(87.005249169435217, 175.12263637899082)
(88.008538205980074, 175.71109705154578)
(89.011827242524916, 176.30499964224632)
(90.015116279069758, 176.90423974394636)
(91.018405315614615, 177.50871294949988)
(92.021694352159471, 178.11831485176086)
(93.024983388704328, 178.73294104358322)
(94.02827242524917, 179.352487117821)
(95.031561461794013, 179.976848667328)
(96.034850498338869, 180.60592128495833)
(97.038139534883726, 181.23960056356589)
(98.041428571428582, 181.87778209600469)
(99.044717607973425, 182.52036147512862)
(100.04800664451827, 183.16723429379167)
(101.05129568106312, 183.81829614484778)
(102.05458471760798, 184.47344262115092)
(103.05787375415284, 185.13256931555509)
(104.06116279069768, 185.7955718209142)
(105.06445182724252, 186.46234573008209)
(106.06774086378738, 187.13278663591302)
(107.07102990033223, 187.80679013126073)
(108.07431893687708, 188.48425180897917)
(109.07760797342192, 189.16506726192242)
(110.08089700996678, 189.84913208294435)
(111.08418604651163, 190.53634186489893)
(112.08747508305649, 191.22659220064014)
(113.09076411960133, 191.91977868302192)
