(50.609999999999999, 92.280000000000115)
(51.611841269841271, 92.470888210499282)
(52.613682539682536, 92.692727793284831)
(53.615523809523808, 92.944922584784095)
(54.617365079365079, 93.226876421424322)
(55.619206349206351, 93.537993139632789)
(56.621047619047616, 93.877676575836901)
(57.622888888888887, 94.245330566463849)
(58.624730158730159, 94.640358947941024)
(59.626571428571424, 95.062165556695675)
(60.628412698412696, 95.51015422915512)
(61.630253968253967, 95.983728801746693)
(62.632095238095232, 96.482293110897615)
(63.633936507936504, 97.005250993035276)
(64.635777777777776, 97.552006284586952)
(65.63761904761904, 98.121962821979935)
(66.639460317460319, 98.714524441641544)
(67.641301587301584, 99.329094979999056)
(68.643142857142863, 99.965078273479804)
(69.644984126984127, 100.62187815851105)
(70.646825396825392, 101.29889847152015)
(71.648666666666657, 101.99554304893435)
(72.650507936507935, 102.71121572718103)
(73.6523492063492, 103.44532034268744)
(74.654190476190479, 104.19726073188085)
(75.656031746031744, 104.96644073118864)
(76.657873015873008, 105.75226417703806)
(77.659714285714287, 106.55413490585644)
(78.661555555555552, 107.37145675407103)
(79.663396825396831, 108.20363355810922)
(80.665238095238095, 109.05006915439823)
(81.66707936507936, 109.91016737936545)
(82.668920634920624, 110.7833320694381)
(83.670761904761903, 111.66896706104352)
(84.672603174603168, 112.56647619060902)
(85.674444444444447, 113.47526329456187)
(86.676285714285711, 114.39473220932942)
(87.678126984126976, 115.32428677133896)
(88.679968253968241, 116.26333081701776)
(89.68180952380952, 117.21126818279315)
(90.683650793650799, 118.16750270509245)
(91.685492063492063, 119.13143822034291)
(92.687333333333328, 120.10247856497186)
(93.689174603174592, 121.08002757540662)
(94.691015873015871, 122.0634890880745)
(95.692857142857136, 123.05226693940277)
(96.694698412698415, 124.04576496581875)
(97.696539682539679, 125.0433870037497)
(98.698380952380944, 126.044536889623)
(99.700222222222209, 127.04861845986593)
(100.70206349206349, 128.05503555090573)
(101.70390476190477, 129.06319199916982)
(102.70574603174603, 130.07249164108535)
(103.7075873015873, 131.08233831307976)
(104.70942857142856, 132.09213585158028)
(105.71126984126984, 133.10128809301426)
(106.7131111111111, 134.10919887380896)
(107.71495238095238, 135.11527203039174)
(108.71679365079365, 136.11891139918981)
(109.71863492063491, 137.11952081663054)
(110.72047619047618, 138.11650411914121)
(111.72231746031746, 139.10926514314914)
(112.72415873015873, 140.09720772508166)
(113.726, 141.07973570136596)
(114.72784126984126, 142.05625796401836)
(115.72968253968253, 143.02635182651198)
(116.73152380952381, 143.98979838481046)
(117.73336507936507, 144.94639094329551)
(118.73520634920634, 145.89592280634915)
(119.73704761904762, 146.83818727835308)
(120.73888888888888, 147.77297766368929)
(121.74073015873016, 148.70008726673956)
(122.74257142857142, 149.61930939188568)
(123.74441269841269, 150.5304373435097)
(124.74625396825397, 151.43326442599329)
(125.74809523809523, 152.32758394371839)
(126.7499365079365, 153.21318920106688)
(127.75177777777778, 154.08987350242057)
(128.75361904761905, 154.95743015216132)
(129.75546031746029, 155.81565245467095)
(130.75730158730158, 156.66433371433143)
(131.75914285714285, 157.50326723552456)
(132.76098412698411, 158.33224632263213)
(133.76282539682541, 159.15106428003605)
